carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Mineral Production - Other Mineral Category,default,drilling,hydrogen_nrmm,,prospective,No drill-rig products yet,[REF_JCB23] UK H2 NRMM engines demonstrated,low
Mineral Production - Other Mineral Category,default,extraction_loading,battery_electric_nrmm,,demonstration,Electric excavators/loaders in serial production,[REF_IM_VOLVO26] Volvo CE electric machines,medium
Mineral Production - Other Mineral Category,default,extraction_loading,hvo_bio_oils_dropin,9,commercial,Immediate drop-in,[REF_MPA2020] MPA roadmap fuel switching,medium
Mineral Production - Other Mineral Category,default,extraction_loading,hydrogen_nrmm,,demonstration,UK H2 ICE machines in testing,[REF_JCB23] JCB H2 machines,medium
Mineral Production - Other Mineral Category,default,extraction_loading,tethered_electric_excavator,9,commercial,Suits static faces; cable management,[REF_HEAVYQUIP21] OEM electric excavators for quarrying,medium
Mineral Production - Other Mineral Category,default,haulage,battery_electric_nrmm,,demonstration,Electric ADTs entering production; duty-cycle limits,[REF_IM_VOLVO26] Electric haulers serial production,medium
Mineral Production - Other Mineral Category,default,haulage,hvo_bio_oils_dropin,9,commercial,Drop-in for haul fleet,[REF_MPA2020] MPA roadmap fuel switching,medium
Mineral Production - Other Mineral Category,default,haulage,hydrogen_fuel_cell_haul_truck,6-7,speculative,Overseas prototype only,[REF_ANGLO22] nuGen demonstration,low
Mineral Production - Other Mineral Category,default,haulage,hydrogen_nrmm,,prospective,Dependent on OEM products and refuelling,[REF_JCB23] UK H2 NRMM engines,low
Mineral Production - Other Mineral Category,default,haulage,ipcc_in_pit_crushing_conveying,9,commercial,Conveyor haulage for long-life high-tonnage sites,[REF_WORLEY] IPCC as decarbonisation measure,medium
Mineral Production - Other Mineral Category,default,haulage,trolley_assist_haul_trucks,9,prospective,Only plausible for the largest UK operations,[REF_IM_WABTEC24] Trolley assist review,low
Mineral Production - Other Mineral Category,default,screening,controls_vsds,,commercial,VSDs/idle management,engineering judgement,medium
Mineral Production - Other Mineral Category,default,screening,plug_in_electric_mobile_crushing_screening,9,commercial,Electric screens,[REF_HUB4_2026] Commercial range,high
Mineral Production - Other Mineral Category,default,site_services,compressed_air_optimisation,,commercial,Workshop/instrument air,engineering judgement,medium
Mineral Production - Other Mineral Category,default,site_services,controls_vsds,,commercial,"Controls, lighting",engineering judgement,medium
Mineral Production - Other Mineral Category,default,site_services,onsite_solar_pv,,commercial,PV on site land,engineering judgement,medium
Mineral Production - Other Mineral Category,default,site_services,quarry_floating_solar_storage,9,demonstration,Floating PV plus storage where lagoons exist,[REF_EANDT26] Cheshire quarry floating solar,medium
Mineral Production - Putrescible,default,aeration_odour_control,controls_vsds,,commercial,VSD blowers/fans and demand-based aeration control — dominant electric load at IVC/composting,engineering judgement,medium
Mineral Production - Putrescible,default,digestate_processing,controls_vsds,,commercial,VSDs on separators/centrifuges,engineering judgement,medium
Mineral Production - Putrescible,default,digestate_processing,digestate_drying_chp_waste_heat,9,commercial,CHP-heat dryers/evaporators (50-70C) commercially operating in UK,[REF_ADBA_HEAT] Barkip CHP-heat digestate evaporation case study,high
Mineral Production - Putrescible,default,digestate_processing,heat_recovery_heat_pump,8-9,prospective,Upgrade low-grade digestate/effluent heat for drying duty,engineering judgement,low
Mineral Production - Putrescible,default,digestate_processing,mvr,9,demonstration,Vapour recompression on digestate evaporation where CHP heat unavailable,engineering judgement,low
Mineral Production - Putrescible,default,digester_mixing_pumping,controls_vsds,,commercial,VSDs and intermittent mixing regimes cut a major parasitic electric load,engineering judgement,medium
Mineral Production - Putrescible,default,mobile_plant,battery_electric_nrmm,,demonstration,Electric loaders/telehandlers suit fixed-site duty with onsite charging (potentially from own CHP/biogas power),[REF_IM_VOLVO26] Electric loaders in serial production,medium
Mineral Production - Putrescible,default,mobile_plant,hvo_bio_oils_dropin,9,commercial,Drop-in for loaders/telehandlers,engineering judgement,medium
Mineral Production - Putrescible,default,mobile_plant,hydrogen_nrmm,,demonstration,H2 ICE machines demonstrated in UK; refuelling barrier,[REF_JCB23] JCB H2 machines,low
Mineral Production - Putrescible,default,pasteurisation_digester_heating,ad_chp_heat_integration,9,commercial,Standard: CHP jacket/exhaust heat covers 40C digester and 70C pasteurisation loads,[REF_ADBA_HEAT] ADBA guidance on biogas CHP heat use,high
Mineral Production - Putrescible,default,pasteurisation_digester_heating,ad_heat_pump_digester_heating,,demonstration,Heat pumps on digestate/effluent heat frees biogas for upgrading; assessed in literature,[REF_BITE22] Peer-reviewed AD + heat pump assessment,medium
Mineral Production - Putrescible,default,pasteurisation_digester_heating,biogas_upgrading_grid_injection,9,commercial,Site-level strategy: upgrade biogas and re-provide parasitic heat; mutually exclusive with CHP heat integration,[REF_ADBA_HEAT] ADBA material on biogas use routes,medium
Mineral Production - Putrescible,default,pasteurisation_digester_heating,biomethane_fuel,8-9,commercial,Biogas boiler for digester/pasteuriser heat where no CHP,[REF_ADBA_HEAT] ADBA biogas heat use,medium
Mineral Production - Putrescible,default,pasteurisation_digester_heating,heat_pump_below_100,9,commercial,"Duty is 40-70C, well within commercial heat pump range; source selection is site-specific",[REF_BITE22] Same integration literature; hardware commercial,medium
Mineral Production - Putrescible,default,reception_depackaging_shredding,controls_vsds,,commercial,"Fixed electric shredders/depackagers: VSDs, load management",engineering judgement,medium
Mineral Production - Putrescible,default,reception_depackaging_shredding,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel mobile shredders and loading shovels,engineering judgement,low
Mineral Production - Putrescible,default,screening_refining,controls_vsds,,commercial,VSDs on fixed screening lines,engineering judgement,medium
Mineral Production - Putrescible,default,screening_refining,plug_in_electric_mobile_crushing_screening,9,commercial,Electric trommels/screens run from site supply,[REF_HUB4_2026] Electric mobile screening plant commercial,medium
Mineral Production - Putrescible,default,site_services,biomethane_fuel,8-9,commercial,Own biogas/biomethane for site heating and buildings,[REF_ADBA_HEAT] ADBA biogas heat use,medium
Mineral Production - Putrescible,default,site_services,controls_vsds,,commercial,Controls and motor management,engineering judgement,medium
Mineral Production - Putrescible,default,site_services,onsite_solar_pv,,commercial,PV complements CHP export,engineering judgement,medium
Mineral Production - Putrescible,default,windrow_turning,battery_electric_nrmm,,prospective,No established battery windrow turner products located,engineering judgement,low
Mineral Production - Putrescible,default,windrow_turning,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel windrow turners,engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,conveying,controls_vsds,,commercial,"VSD conveyor drives, load-sensing stop/start; conveyors already electric",engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,controls_vsds,,commercial,"Where already electric: soft starts, choke feeding, VSDs on ancillaries",engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,diesel_electric_hybrid_mobile_crushing,9,commercial,"Bridge option, ~25% fuel saving; pairs with later grid connection",[REF_HUB4_2026] Hybrid e-drive plant commercially available,high
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,electrified_static_processing_plant,9,commercial,Replace diesel mobile crushing with grid-fed static plant where site life justifies,[REF_HUB4_2026] Electric crushing plant commercially available,high
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,plug_in_electric_mobile_crushing_screening,9,commercial,Plug-in electric mobile crushers where mobility still needed; site supply required,[REF_HUB4_2026] Commercial plug-in electric crusher range,high
"Mineral Production - Rock, Sand, Clay etc.",default,dewatering_pumping,controls_vsds,,commercial,VSDs and level-based pump scheduling (off-peak pumping possible),engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,battery_electric_nrmm,,demonstration,Battery/cable-electric blasthole drill rigs emerging from OEMs; limited UK availability,engineering judgement,low
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel drill rigs; no equipment change,[REF_MPA2020] MPA roadmap identifies fuel switching for quarry machinery,medium
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,hydrogen_nrmm,,prospective,Depends on H2 supply to site; no drill-rig products yet,"[REF_JCB23] UK H2 combustion NRMM engines demonstrated, not yet for drill rigs",low
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,battery_electric_nrmm,,demonstration,Electric excavators/loaders in serial production at quarry scale; charging infrastructure needed,[REF_IM_VOLVO26] Volvo CE serial production of electric haulers/loaders for quarry duty,medium
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,hvo_bio_oils_dropin,9,commercial,Immediate drop-in for excavators/loaders; cost premium and feedstock sustainability caveats,[REF_MPA2020] MPA roadmap fuel switching for quarry machinery,medium
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,hydrogen_nrmm,,demonstration,UK-built H2 ICE loaders/backhoes in public testing; needs onsite refuelling,[REF_JCB23] JCB hydrogen combustion machines demonstrated in UK,medium
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,tethered_electric_excavator,9,commercial,Suits benched faces with slow advance; trailing cable management,[REF_HEAVYQUIP21] OEM electric excavators marketed for quarry extraction,medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,battery_electric_nrmm,,demonstration,Electric articulated haulers entering serial production; duty-cycle and charging constraints on long/steep hauls,[REF_IM_VOLVO26] World-first serial production of electric articulated haulers (2026),medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,hvo_bio_oils_dropin,9,commercial,Drop-in for dump trucks and ADTs,[REF_MPA2020] MPA roadmap fuel switching,medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,hydrogen_fuel_cell_haul_truck,6-7,speculative,Single overseas prototype at ultra-class scale; no UK pathway yet,[REF_ANGLO22] nuGen prototype demonstration,low
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,hydrogen_nrmm,,prospective,H2 ICE trucks/ADTs possible if OEM products and site refuelling emerge,[REF_JCB23] UK H2 NRMM engine demonstrated,low
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,ipcc_in_pit_crushing_conveying,9,commercial,Displace truck haulage with electric conveying; suits long-life high-tonnage sites; high capex,[REF_WORLEY] IPCC assessed as decarbonisation measure vs trucks,medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,trolley_assist_haul_trucks,9,prospective,Proven overseas at large mines; UK quarry truck fleets and pit depths generally too small,[REF_IM_WABTEC24] Trolley assist for mine haulage decarbonisation,low
"Mineral Production - Rock, Sand, Clay etc.",default,screening,controls_vsds,,commercial,VSDs and idle management on electric screens,engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,screening,plug_in_electric_mobile_crushing_screening,9,commercial,Electric/hybrid mobile screens commercially available,[REF_HUB4_2026] Electric screening plant in OEM range,high
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,compressed_air_optimisation,,commercial,Leak reduction and right-sizing where workshops/plant use compressed air,engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,controls_vsds,,commercial,"Metering, controls, lighting, motor management",engineering judgement,medium
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,onsite_solar_pv,,commercial,PV on buildings/restored land offsets site electricity,[REF_MPA2020] Roadmap assumes decarbonised/renewable electricity supply,medium
